sentence1,sentence2,similarity_score,split
"La banque a également déclaré que son offre était soumise à l'accord des banques de premier rang de Drax, des détenteurs d'obligations de premier rang et des banques de couverture avant le 30 septembre 2003.","L'offre est également soumise à la signature par Goldman d'un accord avec les banques de premier rang de Drax, les détenteurs d'obligations de premier rang et les banques de couverture d'ici le 30 septembre, a-t-il déclaré.",4.400000095367432,dev
"""Ils sont dans les magasins depuis plus de six semaines"", explique M. Carney.","Les trimestriels restent généralement en magasin pendant six à huit semaines"", a ajouté M. Carney.",2.5999999046325684,dev
La plus grande société de logiciels au monde a déclaré qu'elle reconnaissait la difficulté que les multiples correctifs posaient aux entreprises et qu'elle s'efforçait de leur faciliter l'application des mises à jour.,La plus grande entreprise de logiciels au monde a déclaré qu'elle reconnaissait la difficulté que les multiples correctifs posaient aux entreprises qui essayaient de les appliquer.,3.5,dev
"Mais la baisse des prix est restée inférieure à 30 %, d'une année sur l'autre, au cours des deux derniers trimestres, a déclaré John McArthur, analyste chez IDC.",M. McArthur a déclaré à internetnews.com que la baisse des prix s'est modérée et est restée inférieure à 30 % par rapport à l'année précédente au cours des deux derniers trimestres.,3.75,dev
"Poutine a salué l'Arabie Saoudite comme ""l'une des plus importantes nations musulmanes"".","Avant la réunion, Poutine a déclaré que la Russie considère l'Arabie Saoudite comme un Etat musulman clé.",3.5,dev
"Les cours d'appel de tout le pays ont rendu des décisions divergentes sur la question, autorisant l'affichage public des dix commandements dans certains cas et l'interdisant dans d'autres.","Les tribunaux inférieurs se sont divisés sur la question, permettant la représentation des dix commandements dans certains cas et pas dans d'autres.",4.25,dev
Il a été arrêté mardi soir dans un magasin de pneus au nord-ouest d'Atlanta après une chasse à l'homme nationale.,"Il a été arrêté à Atlanta, en Géorgie, lundi soir par la police sur la base d'un tuyau.",2.4000000953674316,dev
Cet effort est le dernier en date de l'administration Bush pour étendre le rôle des organisations religieuses dans les services gouvernementaux.,10 juillet - Le dernier effort de l'administration Bush pour étendre le rôle des organisations religieuses dans les services gouvernementaux consiste à faire participer les groupes de jeunes des églises aux programmes de lutte contre la drogue.,3.25,dev
"Ces actions représentent plus de la moitié des 115,9 millions d'actions que Turner détenait fin avril, selon les données de Bloomberg.","La vente représente environ 52 % des 115,9 millions d'actions que M. Turner détenait à la fin du mois d'avril.",3.799999952316284,dev
"Sirius diffuse la National Public Radio, bien qu'elle n'inclue pas des émissions populaires telles que ""All Things Considered"" et ""Morning Edition"".","Sirius a récemment commencé à diffuser la National Public Radio, une offre que XM a dénigrée parce qu'elle n'inclut pas des émissions populaires comme All Things Considered et Morning Edition.",3.4000000953674316,dev
"Mahmoud contrôlait l'accès à Saddam pour tout le monde sauf les membres de la famille proche, ont déclaré les responsables du Pentagone.",Mahmoud contrôlait l'accès à Saddam et était fréquemment à ses côtés.,3.5,dev
"Selon le recensement de 2000, la population hispanique ou latino de Long Beach était de 35,8 %.","Selon le Bureau du recensement, la population hispanique a augmenté de 9,8 % par rapport aux chiffres du recensement d'avril 2000.",2.4000000953674316,dev
"L'acteur Noah Wyle, qui joue le rôle du Dr John Carter depuis la création de la série en 1994, a prolongé son contrat avec la série jusqu'à la saison 2004-2005.","Noah Wyle, qui joue le Dr John Carter depuis le lancement de la série en 1994, a obtenu une prolongation d'un an de son contrat avec le producteur Warner Bros. TV.",3.799999952316284,dev
"Selon l'OMS, le dernier cas ne correspond pas à son profil de SRAS et ne constitue pas un problème de santé publique.","L'OMS a déclaré que le cas de Singapour ne correspondait pas à son profil de SRAS et n'était ""pas un problème de santé publique international"".",3.799999952316284,dev
Les troupes américaines ont tué près de deux douzaines de militants talibans présumés après avoir essuyé des tirs dans le sud de l'Afghanistan lors de la dernière d'une série d'attaques de ce type.,"Les soldats américains ont tué une vingtaine de militants talibans présumés dans le sud de l'Afghanistan après que leur convoi ait été attaqué, a déclaré l'armée dimanche.",4.0,dev
"Il est apparu sur son écran radar personnel la semaine dernière, je lui ai donné ma présentation et il m'a beaucoup soutenu"", a-t-il déclaré.","""Il est apparu sur son écran radar personnel la semaine dernière, et j'ai dû faire mon discours.",3.4000000953674316,dev
"Ancien candidat au poste de gouverneur de New York, il s'est fait l'avocat d'une meilleure gouvernance d'entreprise.","M. McCall, qui s'est présenté sans succès au poste de gouverneur de New York en 2002, s'est fait l'avocat d'une meilleure gouvernance d'entreprise.",3.25,dev
"Des agents du FBI ont arrêté un ancien associé du cabinet comptable Big Four Ernst & Young ERNY.UL pour obstruction aux enquêtes fédérales, ont déclaré jeudi des responsables américains.","Un ancien associé du cabinet d'expertise comptable Ernst & Young a été arrêté hier par des agents du FBI aux États-Unis, accusé d'entrave aux enquêtes fédérales.",4.599999904632568,dev
M. Yeager a déclaré que le suspect de l'attentat contre la cible avait tendance à être un délinquant antérieur.,"M. Yeager a déclaré que l'incident semblait être isolé, mais que le suspect avait tendance à être un délinquant antérieur.",3.7139999866485596,dev
"L'obligation à 30 ans US30YT=RR a chuté de 14/32 pour un rendement de 4,26% contre 4,23%.","L'obligation à 30 ans US30YT=RR a perdu 16/32, faisant passer son rendement de 4,18 % à 4,20 %.",3.3329999446868896,dev
"""Si ce n'est pas un démocrate, je dois être à la mauvaise réunion"", a-t-il dit.","Et si ce n'est pas un démocrate, alors je dois être dans la mauvaise réunion"", a-t-il dit sous les applaudissements nourris de ses partisans.",3.4000000953674316,dev
"""C'est une grande victoire pour le Maine, et c'est une grande victoire pour les autres États.",Le programme du Maine pourrait servir de modèle à d'autres États.,2.799999952316284,dev
Les jets Embraer devraient être livrés d'ici septembre 2006.,Les avions Bombardier et Embraer seront livrés à U.S. Airways d'ici septembre 2006.,3.0,dev
"""Je peux dire que je suis contraint à l'exil par la superpuissance mondiale"", a-t-il déclaré.","""Je suis contraint à l'exil par la superpuissance mondiale"", a déclaré Taylor dans un discours filmé à son domicile.",3.0,dev
"Les enquêteurs ont examiné méticuleusement pratiquement tous les aspects des affaires personnelles et financières de Campbell, a reconnu Campbell.","Les enquêteurs continuent à enquêter sur pratiquement tous les aspects des affaires personnelles et financières de Campbell, a déclaré l'ancien maire.",3.75,dev
"Les recettes sont passées de 610,6 millions de dollars l'année précédente à 616,5 millions de dollars.","Les recettes ont légèrement augmenté, passant de 610,6 millions à 616,5 millions de dollars.",4.400000095367432,dev
"Le large indice Standard & Poor's 500 <.SPX> a augmenté de 8,79 points, soit 0,96%, à 929,06.","L'indice composite du Nasdaq <.IXIC>, placé sous l'angle technologique, a bondi de 26 points, soit 1,78 %, pour atteindre 1 516.",1.0,dev
"Ni Bruce Van De Velde, directeur sportif de l'État de l'Iowa, ni Morgan n'ont pu être joints pour faire des commentaires.","Le directeur sportif de l'État de l'Iowa, Bruce Van de Velde, n'a pas voulu confirmer qu'une offre avait été faite à Lebo.",2.799999952316284,dev
"L'aigle mâle a été trouvé par un gardien de zoo tôt jeudi, souffrant de graves blessures par perforation dans l'abdomen.","L'aigle de 21 ans, trouvé par un gardien de zoo tôt jeudi, avait de graves plaies perforantes à l'abdomen et au dos, a déclaré la porte-parole Julie Mason.",3.25,dev
"M. Agnew a déclaré que les Pinellas ont commencé à appâter lorsque les cas de rage ""sont passés de zéro à 30"" en 1995.","Pourtant, les cas de rage chez les Pinellas ont fortement diminué, passant à 17 en 1996 et 3 en 1997, a déclaré M. Agnew.",1.75,dev
"Marc Garber, l'avocat de Whitley, avait un point de vue différent.","L'avocat de Whitley, Marc Garber, a qualifié la décision de ""grande victoire"".",1.75,dev
"L'action de BioReliance a clôturé en baisse de 2 cents hier à 47,98 dollars par action.","Les actions de BioReliance se sont vendues à 47,98 $ à la clôture du marché hier, soit une baisse de 2 cents.",5.0,dev
"Il y a tout juste cinq mois, Dean s'est engagé à accepter l'argent des contribuables et a juré d'attaquer tout démocrate qui ne le ferait pas.","Il y a tout juste cinq mois, Dean s'est engagé à accepter l'argent des contribuables et les limites de dépenses qui l'accompagnent et a juré de s'attaquer à tout démocrate qui ne le ferait pas.",3.5999999046325684,dev
"Les artistes craignent que ce plan ne nuise à ceux qui ont le plus besoin d'aide, à savoir les artistes qui ont du mal à faire la queue pour les spectacles.",Les artistes affirment que ce plan va nuire à la culture française et punir ceux qui ont le plus besoin d'aide - les artistes qui ont du mal à trouver du travail.,3.0,dev
"À sa demande, il sera réaffecté au sein du district.",Le surintendant de district J. Chester Floyd a déclaré aux journalistes lundi que M. McCrackin sera réaffecté au sein du district.,2.799999952316284,dev
Une cour d'appel fédérale a décidé mardi que le gouvernement était libre de ne pas divulguer les noms de plus de 700 personnes détenues à la suite du 11 septembre 2001.,"Une cour d'appel fédérale a décidé mardi que le gouvernement américain peut retenir les noms des personnes détenues dans le cadre de l'enquête sur le 11 septembre, annulant ainsi une décision d'une cour inférieure.",3.5999999046325684,dev
"Il était environ 4 heures du matin le 18 mars, quelques heures avant que les premiers missiles à tête chercheuse ne tombent sur la capitale.","La saisie a eu lieu à 4 heures du matin le 18 mars, quelques heures seulement avant le premier assaut aérien américain.",3.0,dev
"L'indice composite du Nasdaq <.IXIC>, classé par technologie, a augmenté de 7,42 points, soit 0,45 %, à 1 653,44.","L'indice Standard & Poor's 500 .SPX, plus large, était inférieur de 0,46 point, soit 0,05 %, à 997,02.",1.0,dev
"Les ministres de l'UE étaient invités à la conférence, mais celle-ci a été annulée parce que l'Union met fin aux discussions sur la réforme agricole, a déclaré Gerry Kiely, représentant de l'agriculture de l'UE à Washington.","Gerry Kiely, représentant de l'agriculture européenne à Washington, a déclaré que les ministres de l'UE avaient été invités, mais qu'ils avaient été annulés parce que l'Union mettait fin aux discussions sur la réforme agricole.",5.0,dev
"""Maintenant, l'autre gars, il a honte de sa fête"", a dit Street aux rires de la foule.","""L'autre gars, il a honte de son parti, et je ne lui en veux pas.",3.5,dev
